name,debut,start,end,salary,birth
Justin Holiday,2012,2022,2022,819832,1989
Justin Holiday,2012,2023,2023,3196448,1989
Justin Holiday,2011,2023,2023,3196448,1989
Justin Holiday,2011,2020,2022,6006420,1989
Justin Holiday,2011,2019,2019,4767000,1989
Justin Holiday,2011,2017,2018,4500000,1989
Justin Holiday,2011,2015,2016,981486,1989
Justin Holiday,2011,2022,2022,819832,1989
Justin Holiday,2012,2014,2014,816482,1989
Justin Holiday,2012,2013,2013,788872,1989
Justin Jackson,2017,2021,2021,10283,1995
Justin Jackson,2017,2021,2021,1789256,1995
Justin Jackson,2017,2022,2022,2133278,1995
Justin Jackson,2017,2023,2023,13486,1995
Justin Jackson,2017,2016,2016,1200000,1989
Justin Jackson,2017,2016,2016,5000000,1989
Justin Jackson,2017,2013,2015,8000000,1989
Justin Jackson,2017,2010,2012,2543213,1989
Justin James,2019,2021,2021,9593,1997
Justin James,2019,2021,2021,1669178,1997
Justin Minaya,2022,2023,2023,1801769,1999
Justin Patton,2017,2019,2019,183115,1997
Justin Patton,2017,2019,2020,3383360,1997
Justin Patton,2017,2020,2020,1678854,1997
Justin Robinson,2019,2021,2021,9593,1997
Justin Robinson,2019,2020,2020,9902,1997
Justin Robinson,2019,2020,2020,6153,1997
Justin Robinson,2019,2020,2020,898310,1997
Justin Tillman,2018,2022,2022,1637966,1996
Justin Tillman,2018,2021,2021,5318,1996
Justin Wright-Foreman,2019,2020,2020,1445697,1997
Justise Winslow,2015,2019,2020,13000000,1996
Justise Winslow,2015,2021,2022,4000000,1996
Justise Winslow,2015,2023,2023,16618,1996
Justise Winslow,2015,2023,2023,2891467,1996
Jusuf Nurkic,2014,2018,2021,12000000,1994
Jusuf Nurkic,2014,2022,2025,17500000,1994
Juwan Morgan,2019,2022,2022,1902133,1997
Juwan Morgan,2019,2021,2022,917432,1997
Juwan Morgan,2019,2021,2021,9593,1997
Juwan Morgan,2019,2021,2021,1669178,1997
K.J. McDaniels,2014,2018,2018,1567007,1993
K.J. McDaniels,2014,2017,2017,1524305,1993
K.J. McDaniels,2014,2015,2016,3261563,1993
Kadeem Allen,2017,2018,2018,1349383,1993
Kai Jones,2021,2023,2024,1104289,2001
Kai Jones,2021,2023,2023,11608,2001
Kalin Lucas,2013,2017,2017,1312611,1989
Kalin Lucas,2013,2018,2018,1349383,1989
Karl-Anthony Towns,2015,2024,2027,55272000,1995
Karl-Anthony Towns,2015,2019,2023,31650600,1995
Kawhi Leonard,2011,2024,2026,49883333,1991
Kawhi Leonard,2011,2021,2024,44066288,1991
Kawhi Leonard,2011,2019,2021,34379100,1991
Kawhi Leonard,2011,2015,2019,18868625,1991
Kay Felder,2016,2018,2018,1512601,1995
Keita Bates-Diop,2018,2023,2024,2500629,1996
Keita Bates-Diop,2018,2021,2022,1803969,1996
Keith Appling,2014,2015,2015,3089,1992
Keith Appling,2014,2015,2015,525093,1992
Kelan Martin,2019,2022,2022,1902133,1995
Kelan Martin,2019,2021,2021,9593,1995
Kelan Martin,2019,2020,2020,1573645,1995
Keldon Johnson,2019,2023,2026,18500000,1999
Kelly Olynyk,2013,2017,2020,12500000,1991
Kelly Olynyk,2013,2021,2023,12398374,1991
Kelly Olynyk,2013,2024,2025,13125000,1991
Kelly Oubre Jr.,2015,2019,2020,15000000,1995
Kelly Oubre Jr.,2015,2021,2022,12300000,1995
Kelly Oubre Jr.,2015,2023,2023,2891467,1995
Kemba Walker,2011,2022,2022,2204439,1990
Kemba Walker,2011,2021,2022,8947246,1990
Kemba Walker,2011,2019,2023,35197650,1990
Kemba Walker,2011,2015,2018,12000000,1990
Kendall Brown,2022,2023,2025,1840760,2003
Kendall Marshall,2012,2017,2017,1524305,1991
Kendall Marshall,2012,2015,2018,2000000,1991
Kendrick Nunn,2018,2021,2022,5125000,1995
Kendrick Nunn,-,2021,2022,5125000,1995
Kendrick Perkins,2003,2015,2015,1499187,1984
Kendrick Perkins,2003,2017,2017,2328652,1984
Kendrick Perkins,2003,2017,2018,1193311,1984
Kenneth Faried,2011,2018,2018,917272,1989
Kenneth Faried,2011,2015,2018,12500000,1989
Kenneth Lofton Jr.,2022,2023,2025,1640760,2002
Kenrich Williams,2018,2023,2026,6792500,1994
Kenrich Williams,2018,2020,2022,2000000,1994
Kent Bazemore,2012,2016,2019,17500000,1989
Kent Bazemore,2012,2020,2020,2320044,1989
Kent Bazemore,2012,2021,2021,2401537,1989
Kent Bazemore,2012,2022,2022,2905851,1989
Kentavious Caldwell-Pope,2013,2023,2024,15072562,1993
Kentavious Caldwell-Pope,2013,2020,2022,13038862,1993
Kentavious Caldwell-Pope,2013,2019,2020,8291514,1993
Kentavious Caldwell-Pope,2013,2018,2018,12000000,1993
Kentavious Caldwell-Pope,2013,2017,2017,17745894,1993
Keon Ellis,2022,2023,2025,1701903,2000
Kessler Edwards,2021,2022,2023,1782931,2000
Kevin Durant,2007,2016,2017,27137253,1988
Kevin Durant,2007,2017,2018,25625000,1988
Kevin Durant,2007,2018,2019,30750000,1988
Kevin Durant,2007,2019,2022,41063925,1988
Kevin Durant,2007,2022,2025,48554830,1988
Kevin Durant,2007,2011,2015,17832627,1988
Kevin Garnett,1995,2015,2016,8250000,1976
Kevin Huerter,2018,2022,2025,16250000,1998
Kevin Knox,2018,2022,2023,3000000,1999
Kevin Knox,2018,2023,2023,2144320,1999
Kevin Knox,2018,2023,2023,2346614,1999
Kevin Love,2008,2015,2019,22642350,1988
Kevin Love,2008,2019,2022,30100543,1988
Kevin Love,2008,2022,2022,3114138,1988
Kevin Love,2008,2023,2024,3931632,1988
Kevin Martin,2004,2015,2015,317475,1983
Kevin Porter Jr.,2019,2023,2026,15860000,2000
Kevin Seraphin,2010,2016,2017,1840500,1989
Kevin Seraphin,2010,2015,2015,2814000,1989
Kevin Seraphin,2010,2014,2014,3898691,1989
Kevon Looney,2015,2018,2018,1567007,1996
Kevon Looney,2015,2019,2021,4821429,1996
Kevon Looney,2015,2022,2024,7500000,1996
Khem Birch,2014,2021,2023,6667500,1992
Khem Birch,2014,2020,2020,425463,1992
Khem Birch,2014,2019,2020,3000000,1992
Khem Birch,2014,2017,2018,1096929,1992
Khris Middleton,2012,2023,2025,31000000,1991
Khris Middleton,2012,2019,2023,35500000,1991
Khris Middleton,2012,2015,2019,14000000,1991
Khris Middleton,2012,2010,2011,631238,1988
Khris Middleton,2012,2023,2023,2346614,1992
Khris Middleton,2012,2021,2022,1803969,1992
Khris Middleton,2012,2022,2022,2905851,1989
Khris Middleton,2012,2020,2021,9489450,1989
Khris Middleton,2012,2017,2019,21666667,1989
Khris Middleton,2012,2017,2020,11500000,1991
Khris Middleton,2012,2013,2016,1696412,1991
Khris Middleton,2012,2023,2024,22500000,1992
Khris Middleton,2012,2019,2022,21250000,1992
Khris Middleton,2012,2016,2017,2045000,1990
Khris Middleton,2012,2015,2015,24855,1990
Khris Middleton,2012,2015,2015,4971,1990
Khris Middleton,2012,2014,2015,447902,1990
Khyri Thomas,2018,2020,2020,11100,1996
Khyri Thomas,2018,2020,2020,1620564,1996
Khyri Thomas,2018,2020,2021,1307885,1996
Klay Thompson,2011,2015,2018,17244863,1990
Klay Thompson,2011,2019,2023,37980720,1990
Kobi Simmons,2017,2023,2023,12443,1997
Kobi Simmons,2017,2022,2023,1049690,1997
Kobi Simmons,2017,2019,2019,1620564,1997
Kobi Simmons,2017,2018,2018,7624,1997
Kobi Simmons,2017,2018,2018,1349383,1997
Kosta Koufos,2008,2015,2018,8219750,1989
Kostas Antetokounmpo,2018,2022,2022,1836090,1997
Kostas Papanikolaou,2014,2015,2016,890376,1990
Kris Dunn,2016,2020,2021,5000000,1994
Kris Dunn,2016,2021,2021,8917,1994
Kris Dunn,2016,2021,2021,11146,1994
Kris Dunn,2016,2022,2022,13209,1994
Kris Dunn,2016,2022,2023,1661242,1994
Kris Humphries,2004,2017,2017,2328652,1985
Kris Humphries,2004,2016,2016,4000000,1985
Kris Humphries,2004,2015,2015,388025,1985
Kristaps Porzingis,2015,2019,2023,31650600,1995
Kristaps Porzingis,2015,2024,2025,30000000,1995
Ky Bowman,2019,2020,2020,1445697,1997
Kyle Anderson,2014,2022,2023,9000000,1993
Kyle Anderson,2014,2018,2021,9289075,1993
Kyle Collinsworth,2016,2017,2017,4608,1991
Kyle Collinsworth,2016,2017,2019,1095689,1991
Kyle Collinsworth,2016,2018,2018,1349383,1991
Kyle Collinsworth,2016,2019,2019,1445697,1991
Kyle Guy,2019,2021,2021,9593,1997
Kyle Guy,2019,2021,2021,1669178,1997
Kyle Korver,2003,2017,2019,7353333,1981
Kyle Korver,2003,2019,2019,2564753,1981
Kyle Korver,2003,2018,2018,1757429,1991
Kyle Korver,2003,2017,2017,2700000,1991
Kyle Korver,2003,2013,2016,2520882,1991
Kyle Korver,2003,2016,2016,1551659,1983
Kyle Korver,2003,2015,2015,424903,1983
Kyle Korver,2003,2012,2015,3750001,1983
Kyle Kuzma,2017,2023,2026,22500000,1995
Kyle Kuzma,2017,2021,2023,13000000,1995
Kyle Lowry,2006,2023,2023,2795839,1986
Kyle Lowry,2006,2021,2023,28333334,1986
Kyle Lowry,2006,2020,2020,30500000,1986
Kyle Lowry,2006,2017,2019,33333333,1986
Kyle O'Quinn,2012,2019,2019,2028594,1990
Kyle O'Quinn,2012,2018,2018,4449000,1990
Kyle O'Quinn,2012,2015,2018,4003125,1990
Kyle Wiltjer,2016,2017,2017,1312611,1992
Kyrie Irving,2011,2015,2019,18868625,1992
Kyrie Irving,2011,2019,2022,34122650,1992
Kyrie Irving,2011,2023,2025,40000000,1992
KZ Okpala,2019,2022,2023,1984359,1999
Lamar Patterson,2014,2016,2016,246956,1991
Lamar Patterson,2014,2015,2016,699865,1991
Lamar Patterson,2016,2015,2016,699865,1994
Lamar Patterson,2014,2016,2016,5145,1991
Lamar Stevens,2020,2023,2023,2092354,1997
LaMarcus Aldridge,2006,2021,2021,2641691,1985
LaMarcus Aldridge,2006,2020,2020,878340,1985
LaMarcus Aldridge,2006,2019,2020,25000000,1985
LaMarcus Aldridge,2006,2015,2018,21018008,1985
LaMarcus Aldridge,2006,2010,2014,13000000,1985
LaMelo Ball,2020,2024,2028,40890000,2001
Lance Stephenson,2010,2021,2021,924730,1990
Lance Stephenson,2010,2021,2021,13802,1990
Lance Stephenson,2010,2018,2018,4449000,1990
Lance Stephenson,2010,2016,2018,4090000,1990
Lance Stephenson,2010,2016,2016,7219,1990
Lance Stephenson,2010,2016,2016,1227286,1990
Lance Stephenson,2010,2014,2015,9000000,1990
Lance Thomas,2010,2019,2019,2320044,1988
Lance Thomas,2010,2016,2019,6887488,1988
Lance Thomas,2010,2015,2015,1636842,1988
Lance Thomas,2011,2019,2019,262152,1988
Lance Thomas,2011,2019,2019,2320044,1988
Lance Thomas,2011,2016,2019,6887488,1988
Lance Thomas,2011,2015,2015,1636842,1988
Lance Thomas,2011,2014,2014,423885,1988
Lance Thomas,2011,2014,2014,5577,1988
Lance Thomas,2011,2014,2014,948163,1988
Lance Thomas,2011,2013,2014,916228,1988
Lance Thomas,2011,2012,2013,823244,1988
Landry Shamet,2018,2022,2025,10625000,1997
Langston Galloway,2014,2016,2017,5317000,1991
Langston Galloway,2014,2017,2019,7000000,1991
Langston Galloway,2014,2020,2020,2028594,1991
Langston Galloway,2014,2021,2021,12871,1991
Langston Galloway,2014,2021,2021,2239544,1991
Langston Galloway,2014,2022,2022,2905851,1991
Larry Drew II,2013,2017,2017,7416,1990
Larry Drew II,2013,2017,2017,1312611,1990
Larry Nance Jr.,2015,2019,2022,11200000,1993
Larry Nance Jr.,2015,2023,2024,10790000,1993
Lauri Markkanen,2017,2021,2024,16867727,1997
LaVoy Allen,2011,2018,2018,1893447,1989
LaVoy Allen,2011,2015,2016,4025000,1989
LaVoy Allen,2011,2014,2014,948163,1989
LaVoy Allen,2011,2012,2013,3030000,1989
Leandro Barbosa,2003,2015,2015,2500000,1982
Leandro Barbosa,2003,2016,2017,4000000,1982
LeBron James,2003,2015,2016,23487337,1984
LeBron James,2003,2016,2017,33285709,1984
LeBron James,2003,2018,2021,38328212,1984
LeBron James,2003,2021,2022,42827766,1984
LeBron James,2003,2023,2024,49511644,1984
Lester Quinones,2022,2023,2023,548815,2000
Lindell Wigginton,2019,2017,2019,19000000,1988
Lindell Wigginton,2019,2013,2016,8000000,1988
Lindell Wigginton,2019,2009,2012,1715929,1988
Lindell Wigginton,2019,2022,2022,2298385,1993
Lindell Wigginton,2019,2015,2018,13503875,1988
Lindell Wigginton,2019,2012,2014,5119761,1988
Lindell Wigginton,2019,2009,2011,2024791,1988
Lindell Wigginton,2019,2022,2022,12260,1995
Lindy Waters III,2021,2023,2024,1481533,1997
Lindy Waters III,2021,2022,2023,3144752,1997
Livio Jean-Charles,2013,2016,2017,1215540,1993
London Perrantes,2017,2019,2019,1445697,1994
London Perrantes,2017,2020,2020,1445697,1994
Lonnie Walker IV,2018,2023,2023,2346614,1998
Lonnie Walker IV,2018,2022,2022,6479000,1998
Lonzo Ball,2017,2021,2024,20000000,1997
Lorenzo Brown,2013,2015,2015,5572,1990
Lorenzo Brown,2013,2015,2016,510634,1990
Lorenzo Brown,2013,2017,2017,8612,1990
Lorenzo Brown,2013,2017,2017,50000,1990
Lorenzo Brown,2013,2018,2018,1621415,1990
Louis Amundson,2006,2016,2016,1551659,1982
Louis Amundson,2006,2015,2015,1635476,1982
Louis King,2019,2020,2020,1445697,1999
Louis King,2019,2023,2023,2165000,1999
Louis Williams,2005,2021,2021,5000000,1986
Louis Williams,2005,2018,2020,8000000,1986
Louis Williams,2005,2015,2017,7000000,1986
Louis Williams,2005,2012,2014,5225000,1986
Louis Williams,2005,2008,2011,5000000,1986
Luc Richard Mbah a Moute,2008,2019,2019,289803,1986
Luc Richard Mbah a Moute,2008,2018,2018,4320500,1986
Luc Richard Mbah a Moute,2008,2017,2017,2116955,1986
Luc Richard Mbah a Moute,2008,2016,2017,2252568,1986
Luc Richard Mbah a Moute,2008,2015,2015,1270964,1986
Luc Richard Mbah a Moute,2008,2011,2014,4691288,1986
Luca Vildoza,2017,2022,2022,1836090,1995
Luca Vildoza,2017,2021,2022,897714,1995
Luca Vildoza,2017,2020,2022,3325000,1995
Luca Vildoza,2020,2017,2018,7500000,1991
Luca Vildoza,2020,2014,2016,5543725,1991
Luca Vildoza,2020,2021,2021,2389641,1991
Luguentz Dort,2019,2022,2026,16500000,1999
Luis Montero,2015,2016,2016,874636,1993
Luis Scola,2007,2016,2016,5500000,1980
Luis Scola,2007,2015,2015,2900000,1980
Luka Doncic,2018,2022,2026,43031940,1999
Luka Garza,2021,2022,2022,1637966,1998
Luka Garza,2021,2023,2023,127683,1998
Luka Samanic,2019,2022,2023,1249690,2000
Luka Samanic,2019,2022,2022,105522,2000
Luka Samanic,2019,2022,2022,1836090,2000
Luke Babbitt,2010,2017,2017,1974159,1989
Luke Babbitt,2010,2015,2016,1163944,1989
Luke Kennard,2017,2021,2024,14000000,1996
Luke Kornet,2017,2018,2018,1619260,1995
Luke Kornet,2017,2019,2020,2250000,1995
Luke Kornet,2017,2021,2021,606702,1995
Luke Kornet,2017,2021,2021,10283,1995
Luke Kornet,2017,2021,2021,1789256,1995
Luke Kornet,2017,2022,2023,2273291,1995
Luol Deng,2004,2018,2018,2393887,1985
Luol Deng,2004,2016,2019,18000000,1985
Mac McClung,2021,2023,2023,2019706,1999
Mac McClung,2021,2022,2022,1637966,1999
Malcolm Brogdon,2016,2019,2022,21250000,1992
Malcolm Brogdon,2016,2023,2024,22500000,1992
Malcolm Hill,2017,2023,2023,11608,1995
Malcolm Hill,2017,2023,2023,1801769,1995
Malcolm Hill,2017,2021,2021,5318,1995
Malcolm Hill,2017,2021,2021,925258,1995
Malcolm Miller,2015,2020,2020,1678854,1993
Malcolm Miller,2015,2018,2019,1022825,1993
Malcolm Miller,2015,2018,2018,1349383,1993
Malcolm Miller,2015,2017,2017,50000,1993
Malcom Delaney,2011,2016,2017,2500000,1989
Malik Beasley,2016,2023,2023,2709849,1996
Malik Beasley,2016,2020,2023,15000000,1996
Malik Beasley,2016,2012,2015,2435620,1992
Malik Beasley,2016,2023,2025,6500000,1995
Malik Ellison,2020,2022,2022,1637966,1996
Malik Ellison,2020,2021,2021,5318,1996
Malik Fitts,2020,2023,2023,2019706,1997
Malik Fitts,2020,2022,2022,1836090,1997
Malik Fitts,2020,2021,2022,991850,1997
Malik Fitts,2020,2021,2021,8558,1997
Malik Fitts,2020,2021,2021,1489065,1997
Malik Monk,2017,2022,2023,9709025,1998
Malik Monk,2017,2021,2021,1789256,1998
Mamadi Diakite,2020,2021,2021,8558,1997
Mamadi Diakite,2020,2022,2022,1836090,1997
Mamadi Diakite,2020,2023,2023,12025,1997
Mamadi Diakite,2020,2023,2023,2092354,1997
Mamadi Diakite,2020,2023,2024,1262889,1997
Mamadi Diakite,2020,2016,2016,1551659,1977
Mamadi Diakite,2020,2015,2015,1499187,1977
Mamadi Diakite,2020,2012,2014,5225000,1977
Mamadi Diakite,2020,2006,2011,9670500,1977
Mamadi Diakite,2020,2003,2005,7500000,1977
Mamadi Diakite,2020,1999,2002,1722824,1977
Mamadi Diakite,2020,2021,2021,2239544,1995
Mamadi Diakite,2020,2019,2020,6500000,1995
Manu Ginobili,1999,2017,2018,2500000,1977
Manu Ginobili,1999,2016,2016,14000000,1977
Manu Ginobili,1999,2015,2016,2877315,1977
Marc Gasol,2008,2020,2021,2628872,1985
Marc Gasol,2008,2015,2019,22642350,1985
Marcelo Huertas,2015,2016,2017,1533800,1983
Marco Belinelli,2007,2018,2019,6000000,1986
Marco Belinelli,2007,2017,2017,776217,1986
Marco Belinelli,2007,2015,2017,6333333,1986
Marco Belinelli,2007,2018,2018,6000000,1986
Marcus Derrickson,2018,2019,2019,1445697,1996
Marcus Georges-Hunt,2016,2018,2018,1512601,1994
Marcus Georges-Hunt,2016,2017,2017,1312611,1994
Marcus Morris Sr.,2011,2015,2018,5000000,1989
Marcus Morris Sr.,2011,2019,2019,15000000,1989
Marcus Morris Sr.,2011,2020,2023,16000000,1989
Marcus Morris Sr.,2011,2023,2023,312297,1989
Marcus Morris Sr.,2011,2023,2023,18370,1989
Marcus Paige,2016,2017,2017,50000,1993
Marcus Smart,2014,2018,2021,12999975,1994
Marcus Smart,2014,2022,2025,19121999,1994
Marcus Thornton,2009,2016,2016,1315448,1987
Marcus Thornton,2009,2015,2015,251107,1987
Marcus Thornton,2009,2015,2015,1185784,1987
Marial Shayock,2019,2022,2022,1637966,1995
Mario Hezonja,2015,2018,2018,6500000,1995
Mario Hezonja,2015,2019,2020,1857078,1995
MarJon Beauchamp,2022,2015,2015,3089,1992
Markel Brown,2014,2019,2019,1678854,1992
Markel Brown,2014,2017,2017,1471382,1992
Markel Brown,2014,2016,2016,980431,1992
Markelle Fultz,2017,2021,2023,16666667,1998
Markieff Morris,2011,2015,2018,8000000,1989
Markieff Morris,2011,2018,2018,573295,1989
Markieff Morris,2011,2019,2019,1750000,1989
Markieff Morris,2011,2019,2019,6560000,1989
Markieff Morris,2011,2020,2020,2331593,1989
Markieff Morris,2011,2021,2021,2641691,1989
Markieff Morris,2011,2022,2022,2905851,1989
Markieff Morris,2011,2023,2023,3196448,1989
Marquese Chriss,2016,2019,2019,1678854,1997
Marquese Chriss,2016,2019,2020,1239236,1997
Marquese Chriss,2016,2021,2021,11146,1997
Marquese Chriss,2016,2021,2021,1789256,1997
Marquese Chriss,2016,2021,2022,1576225,1997
Marreese Speights,2008,2016,2017,1431790,1987
Marreese Speights,2008,2017,2017,2116955,1987
Marshall Henderson,2014,2015,2015,525093,1990
Marshall Plumlee,2016,2017,2017,1312611,1992
Martell Webster,2005,2017,2017,2328652,1986
Marvin Bagley III,2018,2022,2024,12500000,1999
Marvin Williams,2005,2016,2019,13628125,1986
Mason Plumlee,2013,2017,2019,13666667,1990
Mason Plumlee,2013,2020,2022,8220833,1990
Mason Plumlee,2013,2023,2023,5000000,1990
Matisse Thybulle,2019,2023,2025,11025000,1997
Matt Barnes,2003,2016,2016,383351,1980
Matt Barnes,2003,2016,2017,6262813,1980
Matt Barnes,2002,2016,2016,383351,1980
Matt Barnes,2002,2016,2017,6262813,1980
Matt Bonner,2003,2015,2015,1499187,1980
Matt Costello,2016,2017,2017,50000,1993
Matt Mooney,2019,2021,2021,8558,1995
Matt Ryan,2021,2023,2025,2026157,1997
Matt Ryan,2021,2022,2022,1637966,1997
Matt Thomas,2019,2021,2021,1669178,1994
Matthew Dellavedova,2013,2015,2015,1147276,1990
Matthew Dellavedova,2013,2016,2019,9607500,1990
Matthew Dellavedova,2013,2020,2020,2174318,1990
Matthew Dellavedova,2013,2022,2022,2628597,1990
Maurice Harkless,2012,2016,2019,10500000,1993
Maurice Harkless,2012,2020,2020,3623000,1993
Maurice Harkless,2012,2021,2022,4456290,1993
Maurice N'dour,2015,2016,2017,724360,1992
Max Strus,2019,2020,2020,1445697,1996
Max Strus,2019,2021,2022,1710908,1996
Max Strus,2019,2023,2026,15574260,1996
Maxi Kleber,2017,2019,2022,8900000,1992
Maxi Kleber,2017,2023,2025,11000000,1992
McKinley Wright IV,2021,2022,2022,1637966,1998
Melvin Frazier Jr.,2018,2021,2021,1669178,1996
Melvin Frazier Jr.,2018,2020,2020,1620564,1996
Metta World Peace,1999,2016,2016,1551659,1979
Metta World Peace,1999,2015,2015,1499187,1979
Meyers Leonard,2012,2016,2019,10250000,1992
Meyers Leonard,2012,2020,2020,9400000,1992
Meyers Leonard,2012,2022,2022,15182,1992
Meyers Leonard,2012,2022,2022,409916,1992
Meyers Leonard,2019,2016,2019,10250000,1992
Meyers Leonard,2019,2022,2022,409916,1992
Meyers Leonard,2012,2013,2016,12350000,1989
Meyers Leonard,2012,2009,2012,1466415,1989
Meyers Leonard,2012,2022,2022,1836090,1995
Meyers Leonard,2012,2021,2022,897714,1995
Meyers Leonard,2012,2020,2022,3325000,1995
Mfiondu Kabengele,2019,2020,2020,9902,1997
Mfiondu Kabengele,2019,2020,2022,1235588,1997
Mfiondu Kabengele,2019,2021,2021,1669178,1997
Micah Potter,2021,2022,2022,1637966,1998
Michael Beasley,2008,2019,2019,289803,1989
Michael Beasley,2008,2018,2018,3500000,1989
Michael Beasley,2008,2017,2017,2116955,1989
Michael Beasley,2008,2015,2016,855069,1989
Michael Beasley,2008,2014,2014,195440,1989
Michael Beasley,2008,2014,2014,1145685,1989
Michael Beasley,2008,2013,2013,1027424,1989
Michael Beasley,2008,2012,2014,6000000,1989
Michael Carter,2013,2017,2017,2700000,1991
Michael Carter,2013,2018,2018,69503,1991
Michael Carter,2013,2018,2018,9929,1991
Michael Carter,2013,2018,2018,1757429,1991
Michael Carter,2013,2019,2019,2028594,1991
Michael Carter,2013,2020,2021,3000000,1991
Michael Carter,2013,2022,2023,1851987,1991
Michael Carter-Williams,2013,2022,2023,1851987,1991
Michael Carter-Williams,2013,2020,2021,3000000,1991
Michael Carter-Williams,2013,2019,2019,2028594,1991
Michael Carter-Williams,2013,2018,2018,69503,1991
Michael Carter-Williams,2013,2018,2018,9929,1991
Michael Carter-Williams,2013,2018,2018,1757429,1991
Michael Carter-Williams,2013,2017,2017,2700000,1991
Michael Frazier,2015,2018,2019,720269,1994
Michael Gbinije,2016,2017,2017,1312611,1992
Michael Kidd-Gilchrist,2012,2016,2019,13000000,1993
Michael Kidd-Gilchrist,2012,2019,2019,810763,1993
Michael Kidd-Gilchrist,2012,2020,2020,2320044,1993
Michael Porter Jr.,2018,2022,2026,35859950,1998
Mikal Bridges,2018,2022,2025,22725000,1996
Mike Conley,2007,2024,2025,10375000,1987
Mike Conley,2007,2021,2023,22680000,1987
Mike Conley,2007,2016,2020,30521116,1987
Mike Dunleavy,2002,2015,2017,4837500,1980
Mike James,2017,2020,2020,39608,1990
Mike James,2017,2020,2020,9902,1990
Mike Miller,2000,2016,2017,3500000,1980
Mike Miller,2000,2015,2015,1499187,1980
Mike Muscala,2013,2023,2023,808297,1991
Mike Muscala,2013,2022,2023,3500000,1991
Mike Muscala,2013,2021,2022,3500000,1991
Mike Muscala,2013,2019,2020,2155814,1991
Mike Muscala,2013,2017,2018,5000000,1991
Mike Scott,2012,2019,2020,4900000,1988
Mike Scott,2012,2018,2018,4320500,1988
Mike Scott,2012,2017,2017,1709538,1988
Miles Bridges,2018,2023,2023,7921300,1998
Miles McBride,2021,2024,2026,4333333,2000
Miles Plumlee,2012,2016,2019,12500000,1988
Milos Teodosic,2009,2017,2018,6150000,1987
Milton Doyle,2017,2019,2019,1445697,1993
Mindaugas Kuzminskas,2011,2016,2017,2961518,1989
Mitchell Robinson,2018,2022,2025,15000000,1998
Miye Oni,2019,2023,2023,2165000,1997
Miye Oni,2019,2021,2021,9593,1997
Mo Williams,2003,2015,2016,2147250,1982
Mohamed Bamba,2018,2023,2023,2346614,1998
Mohamed Bamba,2018,2022,2023,10300000,1998
Monta Ellis,2005,2015,2018,10995250,1985
Monta Ellis,2005,2013,2015,8360000,1985
Monta Ellis,2005,2008,2013,11000000,1985
Monte Morris,2017,2021,2023,9258332,1995
Monte Morris,2017,2018,2020,1553774,1995
Montrezl Harrell,2015,2023,2023,2891467,1994
Montrezl Harrell,2015,2022,2023,2611758,1994
Montrezl Harrell,2015,2020,2021,9489450,1994
Montrezl Harrell,2015,2018,2019,6000000,1994
Moritz Wagner,2018,2023,2024,8000000,1997
Moritz Wagner,2018,2021,2022,1803969,1997
Moritz Wagner,2018,2020,2020,221995,1997
Moses Brown,2019,2021,2021,9593,1999
Moses Brown,2019,2021,2021,19186,1999
Moses Brown,2019,2021,2023,1699012,1999
Moses Brown,2019,2022,2022,10932,1999
Moses Brown,2019,2022,2022,1902133,1999
Moses Brown,2019,2023,2023,2165000,1999
Mouhamadou Gueye,2022,2023,2023,6434,1998
Mouhamadou Gueye,2022,2023,2023,1119563,1998
MychAl Mulder,2019,2022,2022,1902133,1994
MychAl Mulder,2019,2023,2023,2092354,1994
Myles Powell,2020,2021,2021,1489065,1997
Myles Turner,2015,2023,2024,20451750,1996
Myles Turner,2015,2019,2022,20000000,1996
Nassir Little,2019,2023,2026,7000000,2000
Nate Darling,2020,2023,2023,2019706,1998
Nate Darling,2020,2022,2022,1637966,1998
Nate Darling,2020,2021,2021,1489065,1998
Nate Hinton,2020,2021,2021,8558,1999
Nate Hinton,2020,2021,2021,1489065,1999
Nate Hinton,2020,2022,2022,1836090,1999
Nate Hinton,2020,2023,2023,2019706,1999
Nate Wolters,2013,2016,2018,1052497,1991
Nathan Knight,2020,2022,2023,1916664,1997
Naz Mitrou-Long,2017,2020,2020,1678854,1993
Neemias Queta,2021,2023,2024,1139112,1999
Neemias Queta,2021,2023,2024,2108338,1999
Nemanja Bjelica,2015,2018,2020,6825000,1988
Nemanja Bjelica,2015,2021,2021,2089448,1988
Nemanja Bjelica,2010,2021,2021,2089448,1988
Nemanja Bjelica,2010,2018,2020,6825000,1988
Nemanja Bjelica,2010,2015,2017,3900000,1988
Nene Hilario,2022,2019,2020,10000000,1982
Nene Hilario,2022,2017,2019,3651480,1982
Nene Hilario,2022,2016,2016,2898000,1982
Nene Hilario,2002,2019,2020,10000000,1982
Nene Hilario,2002,2017,2019,3651480,1982
Nene Hilario,2002,2016,2016,2898000,1982
Nene Hilario,2002,2011,2015,13000000,1982
Nene Hilario,2002,2006,2010,10000000,1982
Nerlens Noel,2013,2017,2017,4187598,1994
Nerlens Noel,2013,2018,2019,1872774,1994
Nerlens Noel,2013,2019,2019,2028594,1994
Nerlens Noel,2013,2020,2020,5000000,1994
Nerlens Noel,2013,2021,2023,9240000,1994
Nerlens Noel,2013,2022,2022,15182,1994
Nerlens Noel,2013,2023,2023,3196448,1994
